"Topical Trust Flow","Topic","External Referring URLs","Links From Ref Domains","Ref Domains"
73,"Sports/Hockey",5596364,215189753,30389
73,"Recreation/Humor",4596766,303198815,54261
73,"Shopping/Entertainment",3979911,132253514,17639
73,"Business/Materials",1555816,119537308,25820
73,"Home/Personal Finance",1397101,90646309,17840
73,"Computers/Software/Networking",1049324,40522612,6790
73,"Business/Major Companies",565208,59966550,8939
72,"Arts/Photography",5940914,343830454,81424
72,"Arts/Design",5885496,249380973,53031
72,"Shopping/Publications",5610848,255497128,42607
72,"Shopping/Consumer Electronics",3660956,137224055,18143
72,"Sports/Water Sports",3154065,214536327,39858
72,"Computers/Data Formats",2949740,283648170,51137
72,"Business/Small Business",2543684,207224438,66032
72,"Business/Retail Trade",2403844,152268213,27063
72,"Arts/Art History",1898577,137257145,29122
72,"Computers/Software/Business",1455575,131687753,21813
72,"Computers/CAD and CAM",935259,85091701,14888
71,"Sports/Football",4967670,317075379,51662
71,"Shopping/Music",3836400,106446154,11605
71,"Arts/Writers Resources",2122157,166114809,31449
71,"Computers/Software",1806732,83609919,15825
71,"Computers/Internet/Domain Names",1138669,100045878,22418
71,"Health/Fitness",1101027,71597624,17927
71,"Health/Addictions",1063544,91628003,17422
71,"Computers/Programming/Internet",613465,57875034,15098
71,"Science/Reference",412944,30297337,4927
70,"Computers/News and Media",6508941,392897023,50612
70,"Arts/Crafts",5678972,251015654,60887
70,"Health/Dentistry",3048100,183460107,50339
70,"Society/Philosophy",2789667,264139262,51580
70,"Science/Chemistry",2007650,136496877,25900
70,"Society/Activism",971728,114849069,16824
70,"Computers/Emulators",628341,69141152,10331
69,"Recreation/Motorcycles",14336209,833731929,240905
69,"Recreation/Collecting",5012893,251011047,43781
69,"Sports/Running",2383584,161822042,30839
69,"Society/Holidays",1614620,143233931,22293
69,"Science/Instruments and Supplies",1396898,59816260,11283
69,"Health/Animal",1364514,119950956,31067
69,"Reference",1320533,114264460,15024
69,"Computers/Data Communications",1287309,97348334,12038
69,"Business/Environment",1127929,82288988,20320
69,"Business/Crypto",1052344,95825842,13841
69,"Health/Organizations",962584,95541318,16224
69,"Health/Occupational Health and Safety",632532,29204582,6536
69,"Science/Research Groups and Centers",240379,24499591,5254
68,"Society/Relationships",6268462,262981873,67329
68,"Games/Video Games/News and Reviews",4631714,201329702,13605
68,"Shopping/Visual Arts",3747354,154703894,38297
68,"Sports",3681411,202594141,32457
68,"Shopping/Crafts",3559604,122975443,22530
68,"Games/Board Games",3439521,166637599,41854
68,"Sports/Baseball",3025560,149995646,27182
68,"Games/Video Games",2656850,83782397,8007
68,"Computers/Internet/E-mail",2414461,165892685,33515
68,"Shopping/Toys and Games",2180572,71239802,8875
68,"Health/Nutrition",2098937,105544027,18477
68,"Health/Nursing",1698888,90587407,18162
68,"Business/Associations",1665329,151617604,48456
68,"Computers/Software/Freeware",1656484,104548367,16327
68,"Computers/Software/Accounting",1646727,72667129,13284
68,"Shopping/General Merchandise",1333503,92925088,9891
68,"Health/Professions",876890,62843492,16078
68,"Recreation/Scouting",849039,71020536,12910
68,"Science/Publications",774941,61268957,10229
68,"Reference/Knowledge Management",675915,69441716,14459
68,"Computers/Software/Editors",122860,14655521,3033
68,"Games/Video Games/Humor and Jokes",32043,3555785,571
67,"Society/Paranormal",4768823,188535347,26397
67,"Business/International Business and Trade",2661857,175802274,29772
67,"Computers/Robotics",2064052,76347272,12239
67,"Reference/Dictionaries",1903950,145661684,25579
67,"Computers/Software/Help Desk",1863509,16368717,2064
67,"Health/Reproductive Health",1699045,123169081,31350
67,"Games/Video Games/Strategy",1623631,150059848,10657
67,"Games/Roleplaying",1573636,104728030,16396
67,"Games/Video Games/Action",1173461,52391728,6845
67,"Computers/Internet/Access Providers",1118157,100235427,14787
67,"Computers/Consultants",1061785,79171728,17504
67,"Regional/Oceania",1044257,133006328,21346
67,"Sports/Events",945647,70033907,8901
67,"Reference/Archives",857979,52627321,10081
67,"Science/Organizations",667135,76458844,10671
66,"News/Journalism",6394646,377960318,103597
66,"Sports/Basketball",4067459,138570036,17292
66,"Society/Subcultures",2945694,270018716,58194
66,"Games/Video Games/Shooter",2660381,192413364,19247
66,"Recreation/Models",2205162,105198005,17678
66,"Society/Genealogy",1995257,131675361,23907
66,"News/Weather",1776702,92614140,12150
66,"Home",1730959,92763646,25320
66,"Recreation/Guns",1672895,83556124,11826
66,"Health/Pharmacy",1133146,66561261,15931
66,"Games/Video Games/Browser Based",1087731,67718754,12111
66,"Recreation/Trains and Railroads",1079645,73643589,14051
66,"Computers/Software/Industry-Specific",930755,53347046,12577
66,"Recreation/Roads and Highways",492339,69637704,9141
66,"Computers/Internet/Organizations",419894,54001846,8785
65,"Sports/Resources",5248790,181553755,13550
65,"Games/Video Games/Console Platforms",4176940,112857362,10885
65,"Shopping/Jewelry",3487344,111106055,20015
65,"Business/News and Media",2419977,175796078,39907
65,"Reference/Maps",1883034,707314504,227554
65,"News/Breaking News",1811652,94249159,11639
65,"Shopping/Pets",1676501,49123466,9969
65,"Business/Human Resources",1346997,62461957,12432
65,"Computers/Computer Science/Academic Departments",1317249,120253256,26736
65,"Computers/Organizations",824864,73158787,12396
65,"Society/Death",566535,56804083,10764
65,"Arts/Organizations",520375,65210350,14451
65,"Games/Coin-Op",469004,29621948,3842
65,"Computers/Software/Project Management",390520,26482358,5360
64,"Shopping/Classifieds",4604540,145360680,24962
64,"Shopping/Antiques and Collectibles",3293069,95560856,17239
64,"Sports/Tennis",3134452,91567891,14142
64,"Computers/Graphics",1994307,78516945,19540
64,"Games/Video Games/Simulation",1694553,85905476,7946
64,"Society/Future",1108751,72598570,12139
64,"Science",1068454,88063689,15512
64,"Business/Education and Training",1004128,63966929,14733
64,"Computers/Hacking",877226,62714816,9381
64,"Health/Child Health",678905,84924605,13939
64,"Sports/Organizations",656886,63967030,11722
64,"Society/Crime",595353,75949738,10103
64,"Arts/Graphic Design",592510,54730893,12740
64,"Sports/Disabled",510145,40875634,8184
64,"Games/Video Games/Adventure",478681,56054984,6378
64,"Computers/Internet/Cloud Computing",298647,16340663,3658
64,"Computers/Computer Science/Research Institutes",170074,18076701,5248
64,"Health/Support Groups",140474,20685723,3440
63,"Arts/Online Writing",3248770,284180746,61331
63,"Science/News and Media",2316478,94396965,18301
63,"Recreation/Climbing",1496056,80316156,13811
63,"Society/Lifestyle Choices",1456222,70005157,18974
63,"Business/E-Commerce",1360369,74177661,12431
63,"Arts/Illustration",1176495,99400305,18021
63,"Science/Science in Society",1016105,117083123,13794
63,"Shopping/Photography",856878,31437373,6406
63,"Shopping/Tools",678500,22168003,1946
63,"Sports/Skating",636738,33505690,8359
63,"Computers/Internet/Proxying and Filtering",454348,28282578,4459
63,"Computers/Software/Document Management",374761,21831022,5000
63,"Business/Mining and Drilling",344400,28949438,5311
63,"Recreation/Camps",206379,17797536,3332
62,"Business/Directories",5157949,299568785,47404
62,"Health/Beauty",1679414,71014871,14485
62,"World/Türkçe",1099589,41897720,3609
62,"Computers/Education",1065269,85853349,15297
62,"Computers/Artificial Intelligence",1030884,84590398,21276
62,"Home/Home Improvement",969353,56694385,10690
62,"Health/Senior Health",943820,134833099,27108
62,"Adult/Arts",877323,56967160,9835
62,"Recreation/Living History",510592,32127084,6474
62,"Computers/Programming/Methodologies",489323,46556275,12116
62,"Computers/Software/Educational",427865,25598002,5085
62,"Games/Video Games/Game Design",220193,117100606,3428
61,"Computers/Mobile Computing",2615169,142054542,25724
61,"World/Polski",1622818,66891421,11379
61,"World/Français",1453380,58564541,16575
61,"Regional",1305098,127069768,16398
61,"Sports/Strength Sports",1114408,34574736,11943
61,"Sports/Track and Field",1076427,76722472,22171
61,"Recreation/Birding",1020555,43830155,10133
61,"Shopping/Children",961292,37658762,8602
61,"Science/Anomalies and Alternative Science",884443,51467118,6721
61,"Games/Video Games/Construction",865836,12898816,1322
61,"News/Analysis and Opinion",813520,65137206,9424
61,"Sports/Volleyball",802529,43412848,7571
61,"Computers/Internet/Child Safety",750556,21226653,3377
61,"Sports/Wrestling",748210,32841248,5367
61,"Games/Video Games/Downloads",716412,118920411,2603
61,"Society/Sexuality",667501,30676416,5979
61,"Science/Educational Resources",575187,45613673,6528
61,"World/Nederlands",549701,28167357,8353
61,"Sports/Boxing",439294,30488800,3604
61,"Computers/Software/Manufacturing",358134,32108072,4760
61,"Games/Puzzles",348499,35851803,6539
61,"Reference/Time",294873,16278929,2754
61,"Computers/Software/Human Resources",270879,25773721,4300
61,"Arts/Other",214677,17275357,4762
61,"Adult/Business",202050,28591948,4501
61,"Computers/Software/File Management",184816,30822255,2055
60,"News/Weblogs",2371031,162267454,28826
60,"Business/Resources",2187728,116627901,26850
60,"Games/Video Games/Driving and Racing",1105672,26278486,2473
60,"Computers/Shopping",1048805,97092054,13537
60,"Computers/Internet/Protocols",862390,80611682,12265
60,"Computers/Programming/Component Frameworks",798123,45563554,9437
60,"Computers/Internet/Chat",779861,54623731,7632
60,"Home/News and Media",671409,46764617,8867
60,"Computers/Software/ERP",635937,37280464,6281
60,"Computers/Programming/Development Tools",599075,23482904,5424
60,"Health/Education",381210,33322806,5896
60,"Computers/Software/Globalization",287657,24972765,6005
60,"Business/Business and Society",242518,17707993,3632
60,"Computers/Software/Business Drawing",221382,5315719,980
60,"Computers/Speech Technology",107835,11515806,2636
60,"Home/Emergency Preparation",50070,4033683,798
59,"Adult/World",4034937,632059420,213936
59,"Games/Video Games/Computer Platforms",1803695,102565475,8164
59,"Computers/Virtual Reality",1069682,53306139,6998
59,"Shopping/Office Products",1066511,34875088,5900
59,"Computers/Software/Desktop Customization",951389,57590803,9739
59,"News/Alternative",934111,92915563,14073
59,"Sports/Multi-Sports",692932,45274043,7227
59,"Reference/Encyclopedias",532987,35513560,3624
59,"Games/Conventions",517006,42274862,4182
59,"Computers/Software/Groupware",457127,29474326,6027
59,"Games/Video Games/Multiplayer",375316,26764375,3590
59,"Arts/Directories",373749,31544098,9126
59,"Computers/Software/Office Suites",82271,12109778,2185
58,"Games/Online",1356017,66827788,14244
58,"News/Colleges and Universities",996132,55001871,8289
58,"Computers/Programming/Resources",939904,85064323,13025
58,"Regional/Africa",847493,71473266,11670
58,"Computers",805770,60634487,11746
58,"Arts/Genres",690097,40074509,8820
58,"Society/Transgender",534367,44411200,6902
58,"Shopping/Niche",486692,18952304,3791
58,"Health/Women's Health",463765,26501116,5790
58,"Sports/Cricket",429808,23805473,4095
58,"Arts/Digital",312015,21619652,7009
58,"Reference/Journals",157351,17288328,3095
58,"Computers/Software/Configuration Management",116250,33007904,3759
58,"Computers/Software/Marketing",110209,9219069,1939
58,"Computers/Software/Document Imaging",66195,3783655,512
58,"Computers/Software/Data Compression",46791,9126380,1754
57,"Health/News and Media",1653043,68828300,13491
57,"Games/Miniatures",1118985,34871983,5494
57,"Shopping/Gifts",895554,39443470,7631
57,"Arts/Weblogs",702821,48713932,5951
57,"Health/Resources",696582,26385474,6246
57,"Computers/Software/Retailers",613613,15014882,2172
57,"Society/Folklore",543791,45641040,10070
57,"Regional/Caribbean",530270,26746652,4363
57,"Recreation/Drugs",504532,23387900,4385
57,"Recreation/Antiques",489382,42641789,10420
57,"News/Current Events",446448,37552323,3713
57,"Computers/Internet/Abuse",431100,28427105,6472
57,"Shopping/Auctions",378408,20092232,2124
57,"Computers/Home Automation",230281,10223764,1713
57,"Sports/Gymnastics",188107,14532251,4125
57,"Computers/Software/Disk Management",186007,7827428,1445
57,"Health/Senses",157664,15085254,2710
57,"Computers/Software/Device Drivers",155185,12969076,1343
57,"News/Museums and Archives",145488,7865103,1360
57,"Health/Home Health",74775,5710056,1520
57,"Computers/Software/Online Training",53420,3353404,1045
56,"Recreation/Audio",1668123,58265731,9100
56,"Arts/Magazines and E-zines",1418425,65169791,9861
56,"Sports/Team Handball",1010339,64360827,11319
56,"Home/Homemaking",693360,25416148,5048
56,"Shopping/Flowers",560190,43594017,11535
56,"Arts/Bodyart",454238,16361402,3234
56,"Computers/Internet/News and Media",449499,34583452,6469
56,"Arts/Video",403430,20422974,3680
56,"News/Headline Links",395368,14577243,1859
56,"Computers/Internet/Consultants",319651,21922721,4298
56,"Computers/History",289398,25283486,5028
56,"Shopping/Holidays",284676,9589606,1497
56,"Computers/Computer Science/Distributed Computing",174132,27491187,3688
56,"Computers/Human-Computer Interaction",159588,17665128,5528
56,"Computers/Internet/Routers and Routing",157233,21677706,4521
56,"Science/Software",151001,12495923,1860
56,"Sports/People",125849,7991012,2365
56,"Home/Personal Organization",96118,20915450,2959
56,"Computers/Software/Consultants",76594,12674469,2057
56,"Computers/Programming/Graphics",66692,4626514,1838
56,"Computers/Artificial Life",62013,7889239,1535
56,"News/Satire",46424,4323074,288
55,"Games",766565,71599507,6128
55,"Shopping/Ethnic and Regional",565487,21266321,3815
55,"World/Español",438919,21236499,3261
55,"Shopping/Travel",402692,7006596,1749
55,"Sports/Table Tennis",380099,29505792,4706
55,"Sports/Cue Sports",293521,9357283,1896
55,"Games/Video Games/Music",272258,14682986,1457
55,"Computers/Computer Science/Theoretical",218562,69679440,5413
55,"Computers/Internet/Resources",215590,28337641,4251
55,"Sports/Badminton",170041,12144165,3298
55,"Sports/Bowling",138209,10036525,3171
55,"Computers/Programming/Contests",98565,4274936,999
55,"Computers/Software/Typesetting",50154,6912394,1916
54,"Adult/Shopping",2117521,439392163,138038
54,"Reference/Directories",1723961,102644201,24320
54,"Games/Video Games/Sports",505093,30463353,2343
54,"Home/Apartment Living",413753,29442786,6156
54,"Recreation/Nudism",410731,22339531,6065
54,"Computers/Software/Software Engineering",358426,15553049,4233
54,"Business/Wholesale Trade",303485,15786020,3577
54,"Sports/Paintball",236952,10443105,1712
54,"Computers/Programming/Software Testing",171046,12729602,3114
54,"Sports/Walking",169526,11152329,3882
54,"Computers/Software/Backup",152009,6937569,1737
54,"Sports/Fencing",140264,12032422,2773
54,"Health/Specific Substances",96824,5670127,1579
54,"Computers/Computer Science/Organizations",87320,5871456,1584
53,"Home/Do-It-Yourself",1407759,59454987,15357
53,"Sports/Fantasy",960532,22284054,1740
53,"Games/Card Games",516797,21767691,4806
53,"Games/Video Games/Emulation",494915,34925810,3505
53,"Health/Weight Loss",356598,20738139,5215
53,"Games/Video Games/Puzzle",346148,21012977,3411
53,"Computers/Software/Barcode",156256,10433295,1074
53,"Regional/Central America",154431,14606683,3354
53,"Computers/Parallel Computing",128243,15611665,3317
53,"Computers/Software/System Management",124258,8472986,993
53,"Business/Cooperatives",109004,9479800,1795
53,"Computers/Software/Data Administration",97591,7245802,1274
53,"Computers/Software/Information Retrieval",68729,7972054,1620
53,"Sports/Croquet",29318,4072162,969
53,"Computers/Software/Fonts",13088,3701451,989
52,"Computers/Software/Directories",1293290,50093333,11674
52,"World/Russian",771583,33588387,4262
52,"Arts/Humanities",314777,26146671,5787
52,"Shopping/Tobacco",282912,7882093,1227
52,"Games/Video Games/History",212676,13852804,1953
52,"Games/Video Games/Recreation",205663,24665115,3455
52,"Computers/Software/Workflow",175034,11069705,1873
52,"Computers/Internet/History",164071,18267528,2786
52,"Business/Customer Service",133587,26784675,11876
52,"Games/Video Games/Clans and Guilds",99990,7177498,567
52,"Computers/Usenet",92659,16761147,2947
52,"Science/Events",86268,7647274,1743
52,"Computers/Software/Presentation",68114,3167867,618
52,"News/Internet Broadcasts",51947,8293542,859
52,"Sports/Petanque",47051,3476818,623
52,"Sports/Software",42221,2867052,446
51,"Sports/Orienteering",258209,18719586,3875
51,"Sports/College and University",186728,15191546,1788
51,"Sports/Rodeo",155845,9785225,1574
51,"Computers/Software/Spreadsheets",115044,5013311,1304
51,"Sports/Darts",100216,3250372,920
51,"Games/Developers and Publishers",93448,7603359,623
51,"Computers/E-Books",78597,9352258,2150
51,"News/Personalized News",7136,1934433,202
50,"Games/Video Games/Cheats and Hints",704522,10372244,1440
50,"Computers/FAQs  Help  and Tutorials",483797,30926174,5367
50,"Sports/Flying Discs",346799,9094034,1619
50,"Sports/Skateboarding",270472,7735741,1237
50,"World/Català",225715,14200311,2555
50,"Games/Video Games/Fighting",160388,14141190,1528
50,"Reference/Ask an Expert",158003,12902883,1385
50,"Sports/Extreme Sports",157082,10671606,2059
50,"Health/Men's Health",136266,16092445,3107
50,"Computers/Programming/Education",108888,845571,182
50,"Computers/Software/Rentable",45863,2778802,713
50,"Reference/World Records",21049,1913201,169
49,"Adult/Regional",3035533,678850079,237399
49,"Games/Video Games/Platform",487054,27476625,2531
49,"Games/Video Games/Action-Adventure",281420,10916028,1172
49,"Health/Aging",171131,4924982,1419
49,"Games/Video Games/Handheld Platforms",159290,10750340,1208
49,"Sports/Gaelic",154182,11522237,2117
49,"Home/Homeowners",146356,7149321,2080
49,"Reference/Flags",134074,24707814,2497
49,"Computers/Internet/Commercial Services",132251,13079043,1981
49,"Sports/Lacrosse",124963,7829360,1420
49,"Science/Directories",101474,10878478,2493
49,"Sports/Animal Sports",75093,9134536,898
49,"Reference/Thesauri",74862,2248269,245
49,"Computers/Internet/Training",51455,2711993,287
48,"Computers/Software/Shareware",768613,35907028,7077
48,"Adult/Society",609021,58918861,13922
48,"Games/Trading Card Games",546392,19410631,1501
48,"Adult/Image Galleries",507261,41698899,9126
48,"Computers/Programming/Games",319184,11767865,2514
48,"Reference/Quotations",304016,28527679,3269
48,"Sports/Archery",249437,12437775,1991
48,"Games/Game Studies",226799,19276838,4577
48,"Reference/Biography",213719,10416113,1186
48,"Health/Directories",196947,8936950,1772
48,"Computers/Desktop Publishing",137892,10004554,2818
48,"Home/Moving and Relocating",49326,4344493,1311
48,"Computers/Software/Build Management",31065,5885535,977
48,"Computers/Software/Master Data Management",21259,4238543,1016
47,"Adult/Computers",1876361,70860585,17252
47,"Computers/Programming/Personal Pages",220668,89871553,6892
47,"World/Bahasa Indonesia",148550,8118921,1241
47,"Games/Video Games/Massive Multiplayer Online",108158,6450860,972
47,"Society/Advice",69168,5034214,699
47,"Computers/Internet/Broadcasting",40644,5113590,789
47,"Sports/Laser Games",25028,753718,343
47,"Health/Teen Health",22666,5608415,885
47,"Computers/Supercomputing",12259,1197037,362
47,"Sports/Women",485,12262,35
46,"Arts/Classical Studies",219332,12368921,2936
46,"Sports/Squash",128815,8141780,1405
46,"Computers/Computer Science/Computer Graphics",106418,20523448,2430
46,"Computers/Software/Communications",64843,5025399,705
46,"Recreation/Kites",59648,4610033,1100
46,"World/Português",25480,3179865,528
46,"Computers/Software/Word Processors",14081,2165984,545
46,"Sports/Bocce",4998,590729,55
45,"Computers/Chats and Forums",698346,53727027,7694
45,"Sports/Softball",362612,21581152,1533
45,"Sports/Greyhound Racing",235195,3855863,323
45,"Computers/Computer Science",199945,17052533,3136
45,"Science/Academic Departments",83817,6860836,1461
45,"Adult/News",69841,8586982,1228
45,"Reference/Bibliography",44253,3073071,1060
45,"Sports/Korfball",35042,3924930,948
45,"Society/Support Groups",18152,1148690,248
45,"Computers/Internet/Policy",2537,327196,82
44,"Sports/Airsoft",610678,16649732,1701
44,"Home/Rural Living",504983,22448976,5984
44,"Computers/Computer Science/People",217128,67737701,6776
44,"Recreation/Parties",141594,4880944,1258
44,"Health/Services",98649,5735299,759
44,"Computers/Internet/FAQs  Help  and Tutorials",84687,4100137,925
44,"Sports/Paddleball",75431,2892916,311
44,"Arts/Costumes",65807,1477666,337
44,"Sports/Adventure Racing",47917,6313244,803
44,"Computers/Performance and Capacity",37815,3043915,555
44,"Computers/Software/Diagnostics",24785,1935041,326
44,"Science/Employment",3406,1226923,167
43,"Science/Methods and Techniques",124743,9980587,1182
43,"Computers/Algorithms",81941,60637544,2282
43,"Computers/Programming/Compilers",60370,7004036,2775
43,"Regional/Polar Regions",30390,3072598,828
43,"Computers/Software/Object-Oriented",21086,2848938,393
43,"Computers/Software/Intranet",1202,142834,37
42,"Sports/Youth and High School",299950,38659605,8542
42,"Computers/Internet/Telephony",97723,2437196,823
42,"Shopping/Weddings",78248,3182821,676
42,"World/Svenska",58873,3245821,1534
42,"Games/Yard  Deck  and Table Games",54820,2268147,323
42,"Computers/Computer Science/Conferences",47062,7902305,2457
42,"Computers/Programming/Databases",34263,4198282,628
42,"Computers/Software/Enterprise Application Integration",5649,85698,70
41,"Games/Video Games/Music and Dance",274383,9305933,1414
41,"Computers/Software/Abandonware",200985,33673999,742
41,"Recreation/Tobacco",194623,7762789,1515
41,"Sports/Cheerleading",189228,9467202,1457
41,"Computers/Internet/Publications",108671,5694465,1396
41,"Computers/Internet/WWW",71069,8085183,2542
41,"Computers/Internet/Cybercafes",47898,4031710,694
41,"Games/Play Groups",31004,2801997,404
41,"Health/Products and Shopping",23216,958638,607
41,"Computers/Software/Conferences and Trade Shows",20533,682936,328
41,"Computers/Computer Science/Publications",16114,5664827,1023
41,"Sports/Jai Alai",9483,4480535,500
41,"Games/Hand-Eye Coordination",6162,256173,139
40,"News/Directories",7350240,400736696,27975
40,"Shopping/Directories",1892037,64604035,10188
40,"Games/Resources",306592,5771481,794
40,"Adult/Recreation",192511,8244651,1679
40,"Computers/Programming/Metaprogramming",82469,10347644,1466
40,"Recreation/Knives",78878,4286746,389
40,"Sports/Netball",26617,2229530,179
40,"Computers/Internet/Internet Fax",14501,703203,187
40,"Computers/Software/Licensing",10664,1585402,353
39,"World/Suomi",615929,1152337,173
39,"Computers/Programming",260070,9901009,2736
39,"Shopping/Death Care",107430,3298757,457
39,"World/Hrvatski",66895,2391945,467
